d	r	c	M	maxR_num	maxR_den	argk	hstar	lam	mu	nu	src
6	5	97	1672	360	457	1	1,90,637,775,166,3,0	25,17,10,3	20,19,4,2	43,22,18,13,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof1.jsonl
5	6	67	503	825	1201	1	1,61,263,166,12,0	20,17,9,9,4	21,13,9,4,3	27,27,27,12,8,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
5	5	79	246	516	1013	1	1,73,172,0,0,0	22,15,8,1	19,13,5,5,3	34,23,20,10,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
4	5	17	26	13	61	1	1,12,13,0,0	15,12,10,6	12,4,4,2	18,16,15,8,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
6	5	31	114	18	59	1	1,24,63,26,0,0,0	26,16,8,7,1	18,14,7,1	28,23,17,16,14	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
3	6	20	28	11	43	1	1,16,11,0	33,13,7,3,2,2	19,11,11,10,2,2	43,19,14,14,14,11	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
5	5	194	2819	476	533	1	1,188,1285,1202,143,0	21,15,8,1	14,12,6,1,1	31,20,15,9,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
6	6	76	896	825	1217	1	1,69,378,378,69,1,0	27,15,7,5,5	22,9,5,5,3,3	32,29,20,10,10,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
5	6	30	101	174	461	1	1,24,58,18,0,0	16,9,7,5,5	10,6,3,3,3	20,15,11,9,6,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
5	5	84	608	1017	1453	1	1,78,330,190,9,0	20,12,8,6	20,18,12,3,3	38,26,17,13,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
5	5	20	29	42	305	1	1,14,14,0,0,0	9,7,5,1	13,13,8,5	21,17,13,6,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
6	5	159	3740	3047	3507	1	1,152,1288,1816,471,12,0	19,14,11,3,2	14,8,7,4	25,22,20,9,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
4	5	53	188	113	195	1	1,48,113,26,0	28,14,11,6,1	25,25,3,2	45,35,14,14,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
5	5	114	830	476	641	1	1,108,476,245,0,0	23,13,5,3	18,11,2,1,1	35,21,10,7,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
4	5	36	108	63	131	1	1,31,63,13,0	12,7,2,2	17,8,8,4	20,14,10,9,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
4	5	33	94	9	20	1	1,28,54,11,0	30,13,10,3	14,8,3,1	40,15,15,6,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
5	5	193	3162	1567	1735	1	1,187,1360,1406,207,1	14,12,5,2	17,10,10,6	23,21,14,12,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
5	5	205	2749	4233	4801	1	1,199,1285,1138,126,0	22,12,7,6	21,8,5,5,1	34,19,14,12,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
5	5	81	382	711	1175	1	1,75,237,69,0,0	16,9,3,3,2	28,11,10,7	36,20,14,13,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
6	6	70	731	350	537	1	1,63,330,297,40,0,0	24,16,8,5,3	18,7,5,3,3,2	28,23,19,8,8,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
5	5	60	439	711	1079	1	1,54,225,147,12,0	19,6,6,4,2	18,10,7,5	33,15,12,11,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
4	5	22	45	24	79	1	1,17,24,3,0	13,13,8,7,1	15,11,10,6,3	24,22,17,17,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
6	5	53	300	84	173	1	1,46,168,85,0,0,0	19,16,4,1	18,10,3,1	26,19,14,12,1	runs\wave4_heavy-unbiased-statistic-control-w4\rprof2.jsonl
6	5	42	180	204	539	1	1,35,102,42,0,0,0	29,10,4,2	23,7,6,5	40,17,15,10,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
4	5	50	160	95	179	1	1,45,95,19,0	27,14,7,5	14,9,9,1	31,21,14,10,10	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
6	5	76	906	835	1222	1	1,69,383,383,69,1,0	22,18,10,5,2	34,21,3,2	54,36,12,10,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
5	5	32	104	183	481	1	1,26,61,16,0,0	14,8,6,6	20,17,13,6,4	31,21,17,14,11	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
5	5	30	80	27	89	1	1,24,45,10,0,0	11,7,2,1	12,8,2,2,1	17,12,10,4,3	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
5	5	34	165	92	187	1	1,28,90,44,2,0	10,8,2,1	15,8,8,4	19,15,13,7,2	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
4	5	54	199	40	67	1	1,49,120,29,0	25,15,7,1,1	22,15,7,4	34,26,26,7,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
4	5	28	63	5	14	1	1,23,35,4,0	30,11,7,4,4	19,15,4,2,2	41,22,15,13,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
5	5	21	34	54	317	1	1,15,18,0,0,0	16,13,9,2	23,16,2,1	25,25,17,10,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
5	6	23	76	126	373	1	1,17,42,16,0,0	16,11,7,3,2	10,8,6,3,3,1	17,15,13,10,8,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
6	6	30	116	65	202	1	1,23,65,27,0,0,0	12,11,4,3,1,1	16,11,3,3,3	22,19,13,7,5,2	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
3	5	19	26	10	41	1	1,15,10,0	31,12,9,8	17,15,11,5,1	35,29,21,16,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
3	5	31	56	27	67	1	1,27,27,1	23,18,7,3,2	23,9,7,1	41,28,14,8,2	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
4	6	16	21	9	58	1	1,11,9,0,0	15,15,6,3,2,1	30,10,7,6,6,1	37,22,19,12,10,2	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
5	5	70	463	111	169	1	1,64,252,139,7,0	16,14,7,3	12,9,9,7	23,22,15,10,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
6	5	21	56	62	297	1	1,14,31,10,0,0,0	23,13,12,1	42,10,5,1	44,29,17,16,1	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
6	6	30	136	152	413	1	1,23,76,36,0,0,0	17,12,12,6,5,1	10,9,6,4,3,1	21,19,13,13,11,9	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
5	5	112	1084	1734	2207	1	1,106,543,399,35,0	20,9,5,4	22,22,10,4	39,26,18,8,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
5	7	9	6	6	173	1	1,3,2,0,0,0	14,12,6,6,4,1	7,6,5,5,2,2,1	17,17,12,9,9,6,1	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
5	5	81	618	1014	1445	1	1,75,323,204,15,0	31,22,4,2,1	22,16,12,3,3	43,33,15,14,11	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
6	5	46	494	449	747	1	1,39,204,208,41,1,0	11,9,5,3	19,6,5,3,2	22,15,13,7,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
6	5	35	168	47	118	1	1,28,94,45,0,0,0	20,5,4,2	25,14,13,2,1	27,23,16,14,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
6	6	242	6300	1015	1126	1	1,235,2119,3083,837,25,0	21,15,9,6,6,2	21,16,8,7,4,1	33,24,16,15,14,14	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
5	5	21	58	96	337	1	1,15,32,10,0,0	10,9,4,4,1	19,12,7,4,1	27,16,15,7,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
6	5	130	2760	2276	2715	1	1,123,968,1318,340,10,0	26,15,14,3,2	22,14,8,1	45,24,17,11,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
6	5	117	2618	2124	2531	1	1,110,891,1264,342,10,0	20,10,6,4,1	18,17,15,9	35,26,20,13,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
5	5	248	4299	6360	6923	1	1,242,1834,1935,286,1	17,13,10,6	26,13,7,4,1	33,26,16,16,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
5	5	37	152	258	577	1	1,31,85,34,1,0	21,20,7,3	18,17,9,3	35,27,17,17,2	runs\wave4_heavy-unbiased-statistic-control-w4\rprof3.jsonl
5	6	43	254	420	733	1	1,37,135,76,5,0	15,11,4,2,2,1	20,15,8,6,3,3	28,27,12,10,9,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
4	5	44	137	81	158	1	1,39,81,16,0	25,13,12,5,2	15,12,12,5,2	31,25,17,17,13	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
5	5	29	121	198	475	1	1,23,64,31,2,0	12,4,3,2	19,16,10,3	22,19,18,5,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
5	5	27	68	38	135	1	1,21,38,8,0,0	19,15,15,9	22,14,12,11	39,27,22,19,10	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
5	5	117	1266	1992	2449	1	1,111,616,490,48,0	28,13,7,4	23,12,5,2	37,23,23,7,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
4	5	17	22	9	61	1	1,12,9,0,0	17,14,6,1	22,7,3,1,1	36,18,8,8,2	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
6	5	92	738	407	621	1	1,85,407,245,0,0,0	24,18,7,5	23,10,8,5,1	28,27,22,16,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
3	5	22	39	19	49	1	1,18,19,1	21,4,4,4	22,16,6,4	26,24,17,8,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
5	5	30	88	150	451	1	1,24,50,13,0,0	21,17,3,3	22,10,7,4	41,25,10,6,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
4	5	36	72	20	59	1	1,31,40,0,0	19,8,5,1,1	28,13,11,3,3	37,24,13,12,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
4	6	24	40	10	41	1	1,19,20,0,0	13,6,6,1,1,1	22,17,13,4,2,1	28,21,21,7,7,3	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
4	5	24	36	8	41	1	1,19,16,0,0	26,14,4,4	15,7,6,1,1	34,23,11,8,2	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
5	6	22	50	81	341	1	1,16,27,6,0,0	15,11,3,2,1	32,7,4,3,1	39,14,8,8,7,3	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
6	6	42	434	131	227	1	1,35,178,182,37,1,0	14,12,3,3,1	7,7,5,3,2	17,16,10,8,4,2	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
5	5	63	317	558	967	1	1,57,186,73,0,0	23,7,3,2,2	19,16,7,4	31,20,15,10,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
5	5	110	1050	336	431	1	1,104,525,385,35,0	26,11,11,6,3	21,8,3,2	36,25,14,10,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
5	5	36	121	70	179	1	1,30,70,20,0,0	23,8,8,4,1	22,8,5,2	33,19,15,11,3	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
5	5	20	47	78	317	1	1,14,26,6,0,0	17,16,7,4,3	18,10,8,8	33,25,16,12,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
6	5	120	1140	13	18	1	1,113,611,415,0,0,0	29,14,6,3	25,16,12,5	51,25,20,13,1	runs\wave4_heavy-unbiased-statistic-control-w4\rprof4.jsonl
4	5	25	52	7	22	1	1,20,28,3,0	22,7,4,1,1	26,11,6,2,1	41,21,9,5,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
5	5	60	295	522	917	1	1,54,174,66,0,0	32,16,1,1	20,19,8,5	42,24,16,14,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
6	5	140	3132	427	501	1	1,133,1081,1505,400,12,0	33,16,7,4	19,7,2,1	45,19,13,10,2	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
6	5	162	4786	742	827	1	1,155,1495,2392,720,23,0	20,10,7,2	17,16,13,4	35,20,18,9,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
4	5	19	34	17	69	1	1,14,17,2,0	9,9,5,4	8,6,4,4	14,13,11,8,3	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
4	5	15	11	0	1	1	1,10,0,0,0	15,14,7,2	26,15,8,8	35,20,20,17,3	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
4	5	36	96	55	127	1	1,31,55,9,0	23,17,9,1	12,12,10,2	30,22,14,10,10	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
6	6	23	107	109	341	1	1,16,53,34,3,0,0	10,7,5,3,3	6,5,5,2,2	14,11,8,7,4,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
3	6	26	38	3	11	1	1,22,15,0	19,9,2,1,1	18,12,10,4,4,3	29,22,13,11,5,3	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
6	6	20	57	6	29	1	1,13,30,13,0,0,0	11,11,9,8,2,2	16,9,8,7,5,4	21,18,18,14,14,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
5	5	41	217	363	677	1	1,35,118,60,3,0	10,10,8,3	33,12,10,5	40,20,18,7,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
5	5	50	240	411	781	1	1,44,135,58,2,0	15,11,2,2	27,9,8,3	34,20,15,5,3	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
5	5	41	145	252	607	1	1,35,84,25,0,0	24,18,7,4	22,7,6,1	38,19,19,9,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
5	6	58	318	185	307	1	1,52,185,80,0,0	20,18,3,3,2,2	20,15,7,5,2,2	35,31,13,9,7,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
6	6	33	111	128	427	1	1,26,64,20,0,0,0	20,12,6,3,3	21,7,5,5,4,4	33,20,15,8,8,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
4	5	44	136	81	157	1	1,39,81,15,0	23,13,7,2,1	17,17,11,4,4	31,22,21,16,9	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
4	5	36	118	23	45	1	1,31,69,17,0	22,10,7,7,1	20,17,3,1	28,22,22,9,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
6	5	22	58	64	307	1	1,15,32,10,0,0,0	12,6,5,2	13,12,6,2	23,15,11,8,1	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
4	5	21	43	23	76	1	1,16,23,3,0	13,9,7,3,2	15,11,10,4	21,21,14,9,9	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
6	5	43	202	230	557	1	1,36,115,50,0,0,0	17,13,10,8,5	24,16,15,5	30,28,24,17,14	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
5	5	32	137	26	57	1	1,26,77,32,1,0	15,9,7,3,2	14,13,4,4,2	22,18,16,9,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
3	5	40	87	47	89	1	1,36,47,3	22,18,9,7,1	19,9,4,2	34,24,11,11,11	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
6	7	16	36	19	122	1	1,9,19,7,0,0,0	7,6,4,1,1,1	9,7,5,4,4,3,1	11,9,9,7,7,6,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
3	5	34	63	31	73	1	1,30,31,1	19,15,15,9,1	16,13,6,6,1	27,27,21,15,11	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
4	5	17	20	7	61	1	1,12,7,0,0	25,14,7,3,3	26,8,8,1	33,32,19,7,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
5	5	27	80	27	83	1	1,21,45,13,0,0	18,14,9,8,2	15,15,5,3,1	25,24,19,17,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
6	5	71	484	4	7	1	1,64,268,151,0,0,0	13,9,5,1	27,7,6,2	33,18,11,7,1	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
6	5	220	5658	2276	2547	1	1,213,1907,2781,738,18,0	21,12,8,6	31,21,4,1	39,27,23,9,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
4	5	32	74	39	113	1	1,27,39,7,0	26,11,9,3,2	14,13,8,2,2	33,17,17,12,11	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
5	5	133	1234	2022	2525	1	1,127,647,432,27,0	23,11,6,3,2	24,13,13,3	33,28,20,13,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof5.jsonl
5	5	18	24	33	281	1	1,12,11,0,0,0	22,13,2,2	16,9,5,1	23,20,13,10,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
4	5	20	29	13	70	1	1,15,13,0,0	12,12,2,1,1	18,14,9,6,2	22,19,18,11,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
5	5	169	2076	3234	3761	1	1,163,996,834,82,0	21,13,7,2,2	19,12,11,8	28,23,17,16,11	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
5	7	51	221	399	761	1	1,45,133,42,0,0	15,10,6,6,5,4	11,6,3,1,1,1,1	20,15,9,9,6,6,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
4	5	132	832	101	123	1	1,127,490,209,5	22,14,12,6,6	26,21,10,3	40,35,21,12,12	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
6	5	120	2086	1811	2246	1	1,113,805,963,201,3,0	20,17,3,1	33,16,6,3	48,23,13,10,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
5	5	138	956	129	173	1	1,132,559,264,0,0	23,19,7,2	28,15,1,1	38,30,16,10,2	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
4	5	23	35	16	79	1	1,18,16,0,0	18,12,9,6	21,21,1,1	33,29,11,10,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
6	5	36	170	95	241	1	1,29,95,45,0,0,0	30,8,6,5	15,14,10,3	32,22,16,14,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
6	5	40	182	103	261	1	1,33,103,45,0,0,0	17,13,3,2,1	18,16,13,7	33,23,17,9,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
4	5	28	74	7	17	1	1,23,42,8,0	22,20,6,5	25,10,8,2,2	33,26,26,11,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
6	7	33	194	202	471	1	1,26,99,64,4,0,0	12,6,4,4,4,1,1	11,7,5,3,2,2,2	17,11,10,8,6,6,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
5	5	75	628	337	469	1	1,69,319,221,18,0	16,10,9,5,5	15,8,7,5	24,18,15,13,10	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
4	5	79	328	2	3	1	1,74,200,53,0	19,8,3,1	31,9,3,3	38,19,12,4,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
6	5	115	2620	2105	2516	1	1,108,869,1261,367,14,0	19,10,7,5,1	20,12,11,5,4	34,19,15,14,12	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
5	5	77	801	415	539	1	1,71,380,314,35,0	10,7,5,2	16,12,8,6,3	20,15,14,10,10	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
5	6	58	413	672	1033	1	1,52,214,136,10,0	12,6,5,3,2	21,11,6,1,1,1	26,14,10,8,7,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
5	5	21	31	45	317	1	1,15,15,0,0,0	29,7,3,3	18,13,6,3	38,17,13,12,2	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
4	5	100	562	57	73	1	1,95,336,128,2	19,10,6,2	18,9,4,4,1	29,17,13,7,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
5	6	53	143	285	701	1	1,47,95,0,0,0	19,14,10,7,4,4	15,10,7,3,3,2	29,21,17,17,7,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
5	5	48	249	48	85	1	1,42,144,62,0,0	18,12,10,2	17,15,3,3,2	24,22,16,13,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
5	5	18	13	0	1	1	1,12,0,0,0,0	24,13,12,2,2	15,10,9,5,4	33,25,17,11,10	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
6	6	168	4743	1235	1386	1	1,161,1502,2355,701,23,0	16,13,10,10,4	17,15,14,10,2,2	29,24,21,21,9,9	runs\wave4_heavy-unbiased-statistic-control-w4\rprof6.jsonl
6	6	21	56	58	299	1	1,14,29,12,0,0,0	38,3,3,1,1	22,11,8,7,1,1	53,14,9,9,8,3	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
6	5	70	478	269	461	1	1,63,269,145,0,0,0	16,11,6,2	21,15,7,3	35,16,15,10,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
5	5	30	85	144	449	1	1,24,48,12,0,0	23,13,13,11	15,10,4,3	28,27,19,13,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
5	5	37	144	252	565	1	1,31,84,28,0,0	13,9,4,1	19,12,8,8,5	29,16,15,11,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
3	6	14	11	0	1	1	1,10,0,0	29,17,4,3,3	14,8,4,1,1,1	35,24,11,7,7,1	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
5	5	222	3742	1851	2029	1	1,216,1607,1673,244,1	20,14,4,4	20,12,6,2	31,28,12,7,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
6	5	58	344	193	378	1	1,51,193,99,0,0,0	13,10,6,1	11,10,7,3	23,15,10,9,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
6	5	54	296	167	349	1	1,47,167,81,0,0,0	16,8,3,2	18,12,11,3,2	25,22,15,10,3	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
5	5	43	230	384	709	1	1,37,125,64,3,0	12,8,7,1	15,15,8,6,1	23,19,12,10,9	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
6	5	174	1886	1984	2543	1	1,167,992,726,0,0,0	31,21,4,3	25,12,5,4,1	38,29,19,12,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
4	5	31	69	38	107	1	1,26,38,4,0	24,13,13,1,1	31,17,9,1	36,31,27,11,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
6	5	187	4740	761	861	1	1,180,1586,2322,633,18,0	13,8,6,2	17,9,6,1	24,15,14,7,2	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
4	5	22	37	1	4	1	1,17,19,0,0	20,14,12,4	17,17,16,2,2	33,24,19,17,11	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
5	6	35	172	279	583	1	1,29,90,49,3,0	11,7,6,2,1,1	14,14,11,8,3,2	22,17,15,9,9,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
5	5	143	1735	2691	3181	1	1,137,822,700,75,0	23,13,7,3	23,15,15,5	30,22,20,17,15	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
5	7	31	115	66	161	1	1,25,66,23,0,0	11,5,4,2,2,1	10,7,3,1,1,1	15,12,9,6,2,2,2	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
5	6	40	204	345	653	1	1,34,115,54,0,0	11,11,9,7,7	30,11,7,5,1	41,17,15,13,8,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
6	5	116	2272	1908	2323	1	1,109,826,1074,256,6,0	24,12,5,4	27,19,11,1	33,30,28,10,2	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
5	5	24	72	120	379	1	1,18,40,13,0,0	14,13,4,3,1	15,11,9,1,1	24,19,12,9,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
6	5	88	1448	1251	1627	1	1,81,552,664,147,3,0	15,11,10,6,2	33,12,4,2,1	42,21,17,10,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
5	5	60	280	99	181	1	1,54,165,60,0,0	33,5,1,1	25,12,7,6,2	47,19,13,8,5	runs\wave4_heavy-unbiased-statistic-control-w4\rprof7.jsonl
6	5	48	220	256	607	1	1,41,128,50,0,0,0	22,14,9,4	27,10,5,2	46,23,16,5,3	runs\wave4_heavy-unbiased-statistic-control-w4\rprof8.jsonl
6	5	195	5378	4252	4735	1	1,188,1749,2664,754,22,0	32,16,5,2	24,14,8,4,3	51,21,16,13,7	runs\wave4_heavy-unbiased-statistic-control-w4\rprof8.jsonl
5	6	55	256	453	835	1	1,49,151,55,0,0	31,15,11,1,1	17,9,7,5,1,1	32,23,20,11,7,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof8.jsonl
5	6	39	190	63	127	1	1,33,102,51,3,0	20,11,9,4,1,1	17,6,6,6,1,1	33,16,15,10,5,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof8.jsonl
3	5	13	10	0	1	1	1,9,0,0	15,14,9,9,1	22,9,7,7	33,23,16,13,8	runs\wave4_heavy-unbiased-statistic-control-w4\rprof8.jsonl
6	5	128	3242	2575	2976	1	1,121,1060,1591,455,14,0	16,14,10,8,6	23,14,13,5,2	36,26,21,15,13	runs\wave4_heavy-unbiased-statistic-control-w4\rprof8.jsonl
4	6	31	62	35	103	1	1,26,35,0,0	23,15,5,5,5	13,13,9,2,2,1	27,23,18,14,7,4	runs\wave4_heavy-unbiased-statistic-control-w4\rprof8.jsonl
4	5	28	64	35	99	1	1,23,35,5,0	37,9,5,2,1	17,9,6,3,3	50,17,13,6,6	runs\wave4_heavy-unbiased-statistic-control-w4\rprof8.jsonl
5	5	142	1743	2700	3181	1	1,136,825,706,75,0	21,21,7,5,2	19,14,11,3,1	30,24,20,18,12	runs\wave4_heavy-unbiased-statistic-control-w4\rprof8.jsonl
