g6	n	m	Q	bip	dist	phi	tf	mtf
H??????	9	0	9	0	0	000000000	1	0
H????A?	9	1	9	0	0	033333331	1	0
H????B?	9	2	9	0	0	113333330	1	0
H????B_	9	3	9	0	0	111333330	1	0
H????Bo	9	4	9	0	0	111133330	1	0
H????Bw	9	5	9	0	0	111113330	1	0
H????B{	9	6	9	0	0	111111330	1	0
H????B}	9	7	9	0	0	111111130	1	0
H????B~	9	8	9	0	0	111111110	1	1
H???C@?	9	2	9	0	1	022222242	1	0
H???CB?	9	3	9	0	1	003333311	1	0
H???C@_	9	3	9	0	1	244222220	1	0
H???CB_	9	4	9	0	1	111333330	1	0
H???C@o	9	4	9	0	1	244422220	1	0
H???CBo	9	5	9	0	1	111133330	1	0
H???C@w	9	5	9	0	1	244442220	1	0
H???CBw	9	6	9	0	1	111113330	1	0
H???C@{	9	6	9	0	1	300000331	1	0
H???CB{	9	7	9	0	1	111111330	1	0
H???C@}	9	7	9	0	1	300000021	1	0
H???CB}	9	8	9	0	0	411111130	1	0
H???EB?	9	4	9	0	0	003333311	1	0
H???EB_	9	5	9	0	1	111333300	1	0
H???E?o	9	4	9	0	2	442222202	1	0
H???EAo	9	5	9	0	2	131133330	1	0
H???EBo	9	6	9	0	2	111133300	1	0
H???E?w	9	5	9	0	2	224442220	1	0
H???EAw	9	6	9	0	2	131113330	1	0
H???EBw	9	7	9	0	2	111113330	1	0
H???E?{	9	6	9	0	2	224444220	1	0
H???EA{	9	7	9	0	2	131111330	1	0
H???EB{	9	8	9	0	1	114444420	1	0
H???E?}	9	7	9	0	1	330000021	1	0
H???EA}	9	8	9	0	1	441111130	1	0
H???EB}	9	9	9	0	0	441111130	1	0
H???E?p	9	5	9	0	2	113333301	1	0
H???E?x	9	6	9	0	2	003330012	1	0
H???E?|	9	7	9	0	1	003333012	1	0
H???E?~	9	8	9	0	0	003333312	1	0
H???FB_	9	6	9	0	0	111333300	1	0
H???FBO	9	6	9	0	2	111133300	1	0
H???FBo	9	7	9	0	1	111133300	1	0
H???FAW	9	6	9	0	3	300330002	1	0
H???FBW	9	7	9	0	3	111113300	1	0
H???FBw	9	8	9	0	2	111113300	1	0
H???F?[	9	6	9	0	2	444222201	1	0
H???FA[	9	7	9	0	3	111444420	1	0
H???FB[	9	8	9	0	2	111444420	1	0
H???FB{	9	9	9	0	1	111444420	1	0
H???F?]	9	7	9	0	1	222444410	1	0
H???FA]	9	8	9	0	2	444111130	1	0
H???FB]	9	9	9	0	1	444111130	1	0
H???FB}	9	10	9	0	0	444111130	1	0
H???F?\	9	7	9	0	1	111333104	1	0
H???F?^	9	8	9	0	0	000333312	1	0
H???Fbo	9	8	9	0	0	111133300	1	0
H???Fbg	9	8	9	0	2	111113300	1	0
H???Fbw	9	9	9	0	1	111113300	1	0
H???FbK	9	8	9	0	3	114411402	1	0
H???Fbk	9	9	9	0	2	111144420	1	0
H???Fb{	9	10	9	0	1	111144420	1	0
H???FaM	9	8	9	0	2	244422201	1	0
H???FbM	9	9	9	0	2	111144420	1	0
H???Fbm	9	10	9	0	1	111144420	1	0
H???Fb}	9	11	9	0	0	111144420	1	0
H???Frw	9	10	9	0	0	111113300	1	0
H???Frs	9	10	9	0	2	111111300	1	0
H???Fr{	9	11	9	0	1	111111300	1	0
H???Fre	9	10	9	0	2	111441102	1	0
H???Fru	9	11	9	0	1	111114420	1	0
H???Fr}	9	12	9	0	0	111114420	1	0
H???Fz{	9	12	9	0	0	111111300	1	0
H???Fzy	9	12	9	0	1	111114102	1	0
H???Fz}	9	13	9	0	0	111111420	1	0
H???F~}	9	14	9	0	0	111111100	1	1
H??CAB?	9	4	9	0	2	003333111	1	0
H??CA?_	9	3	9	0	2	002000003	1	0
H??CAA_	9	4	9	0	2	030333131	1	0
H??CAB_	9	5	9	0	2	111333330	1	0
H??CA?o	9	4	9	0	2	224422220	1	0
H??CAAo	9	5	9	0	2	131133330	1	0
H??CABo	9	6	9	0	2	111133330	1	0
H??CA?w	9	5	9	0	2	224442220	1	0
H??CAAw	9	6	9	0	2	131113330	1	0
H??CABw	9	7	9	0	2	111113330	1	0
H??CA?{	9	6	9	0	2	224444220	1	0
H??CAA{	9	7	9	0	2	131111330	1	0
H??CAB{	9	8	9	0	2	111111330	1	0
H??CEB_	9	6	9	0	2	000333311	1	0
H??CE@o	9	6	9	0	3	244422220	1	0
H??CEBo	9	7	9	0	3	111133300	1	0
H??CE?w	9	6	9	0	3	224442220	1	0
H??CEAw	9	7	9	0	3	411111330	1	0
H??CE@w	9	7	9	0	3	003333114	1	0
H??CEBw	9	8	9	0	2	411111330	1	0
H??CE?{	9	7	9	0	3	224444110	1	0
H??CEA{	9	8	9	0	2	411111330	1	0
H??CE@{	9	8	9	0	2	003333114	1	0
H??CEB{	9	9	9	0	1	411111330	1	0
H??CE@A	9	5	9	1	3	003333011	1	0
H??CE@a	9	6	9	1	3	244222420	1	0
H??CE@q	9	7	9	1	3	244422420	1	0
H??CE@y	9	8	9	1	3	033333112	1	0
H??CE@}	9	9	9	1	2	033333112	1	0
H??CBB?	9	5	9	0	3	000333311	1	0
H??CB@_	9	5	9	0	1	300333311	1	0
H??CBB_	9	6	9	0	2	111333300	1	0
H??CBAO	9	5	9	0	3	022022224	1	0
H??CBBO	9	6	9	0	3	113133330	1	0
H??CB@o	9	6	9	0	2	311133300	1	0
H??CBBo	9	7	9	0	3	111133300	1	0
H??CB?W	9	5	9	0	3	000330002	1	0
H??CBAW	9	6	9	0	3	133113330	1	0
H??CB@W	9	6	9	0	3	313113330	1	0
H??CBBW	9	7	9	0	3	113113330	1	0
H??CB@w	9	7	9	0	3	311113300	1	0
H??CBBw	9	8	9	0	3	111113330	1	0
H??CB?[	9	6	9	0	3	222444220	1	0
H??CBA[	9	7	9	0	3	422444210	1	0
H??CB@[	9	7	9	0	3	313111330	1	0
H??CBB[	9	8	9	0	3	113111330	1	0
H??CB@{	9	8	9	0	3	311111330	1	0
H??CBB{	9	9	9	0	2	144111130	1	0
H??CBAP	9	6	9	0	3	033033301	1	0
H??CB?X	9	6	9	0	3	311333301	1	0
H??CBAX	9	7	9	0	3	300330012	1	0
H??CB?\	9	7	9	0	3	000333012	1	0
H??CBA\	9	8	9	0	2	300333012	1	0
H??CFBo	9	8	9	0	2	111133300	1	0
H??CFBW	9	8	9	0	4	111113300	1	0
H??CF@w	9	8	9	0	4	111113300	1	0
H??CFBw	9	9	9	0	3	111113300	1	0
H??CFA[	9	8	9	0	4	411111330	1	0
H??CF@[	9	8	9	0	4	411111330	1	0
H??CFB[	9	9	9	0	3	411111330	1	0
H??CF@{	9	9	9	0	3	411111330	1	0
H??CFB{	9	10	9	0	2	411111330	1	0
H??CF@a	9	7	9	1	3	111333100	1	0
H??CF@Q	9	7	9	1	4	444222202	1	0
H??CF@q	9	8	9	1	4	111133100	1	0
H??CF?Y	9	7	9	0	3	000330312	1	0
H??CF@Y	9	8	9	1	4	111444420	1	0
H??CF@y	9	9	9	1	3	111444420	1	0
H??CF?]	9	8	9	0	2	000333312	1	0
H??CF@]	9	9	9	1	3	111333302	1	0
H??CF@}	9	10	9	1	2	111444420	1	0
H??CF?Z	9	8	9	0	2	111331304	1	0
H??CF?^	9	9	9	0	1	000333312	1	0
H??CBb_	9	7	9	0	3	111133300	1	0
H??CB`o	9	7	9	0	1	311133300	1	0
H??CBbo	9	8	9	0	2	111133300	1	0
H??CBbG	9	7	9	0	4	330030002	1	0
H??CB`g	9	7	9	0	3	311113300	1	0
H??CBbg	9	8	9	0	4	111113300	1	0
H??CB`w	9	8	9	0	2	311113300	1	0
H??CBbw	9	9	9	0	3	111113300	1	0
H??CBaK	9	7	9	0	3	244422201	1	0
H??CB`K	9	7	9	0	4	030033002	1	0
H??CBbK	9	8	9	0	4	411144420	1	0
H??CB`k	9	8	9	0	4	311111300	1	0
H??CBbk	9	9	9	0	3	411144420	1	0
H??CB`{	9	9	9	0	3	311111300	1	0
H??CBb{	9	10	9	0	2	411144420	1	0
H??CBaL	9	8	9	0	2	311133104	1	0
H??CFbo	9	9	9	0	1	111133300	1	0
H??CFbg	9	9	9	0	3	111113300	1	0
H??CFbw	9	10	9	0	2	111113300	1	0
H??CFbK	9	9	9	0	4	411111300	1	0
H??CFbk	9	10	9	0	3	411111300	1	0
H??CF`{	9	10	9	0	3	411111300	1	0
H??CFb{	9	11	9	0	2	411111300	1	0
H??CF`q	9	9	9	1	3	111133100	1	0
H??CF`i	9	9	9	1	4	411111302	1	0
H??CF`y	9	10	9	1	3	311111420	1	0
H??CF`M	9	9	9	1	3	424422201	1	0
H??CF`m	9	10	9	1	3	311111420	1	0
H??CF`}	9	11	9	1	2	311111420	1	0
H??CBro	9	9	9	0	3	111113300	1	0
H??CBpw	9	9	9	0	1	311113300	1	0
H??CBrw	9	10	9	0	2	111113300	1	0
H??CBrc	9	9	9	0	4	411111300	1	0
H??CBps	9	9	9	0	3	311111300	1	0
H??CBrs	9	10	9	0	3	411111300	1	0
H??CBp{	9	10	9	0	2	311111300	1	0
H??CBr{	9	11	9	0	2	411111300	1	0
H??CFrw	9	11	9	0	1	111113300	1	0
H??CFrs	9	11	9	0	2	411111300	1	0
H??CFr{	9	12	9	0	1	411111300	1	0
H??CFpy	9	11	9	1	2	411111302	1	0
H??CFpu	9	11	9	1	2	411111302	1	0
H??CFp}	9	12	9	1	1	311111420	1	0
H??CBzw	9	11	9	0	2	411111300	1	0
H??CBx{	9	11	9	0	1	311111300	1	0
H??CBz{	9	12	9	0	1	411111300	1	0
H??CFz{	9	13	9	0	0	411111300	1	0
H??CFx}	9	13	9	1	0	411111302	1	1
H??EEB_	9	7	9	0	1	003333111	1	0
H??EEBo	9	8	9	0	2	113333000	1	0
H??EE?w	9	7	9	0	3	003333112	1	0
H??EEAw	9	8	9	0	2	114444220	1	0
H??EEBw	9	9	9	0	1	113333002	1	0
H??EE?{	9	8	9	0	2	003333112	1	0
H??EEA{	9	9	9	0	1	114444220	1	0
H??EEB{	9	10	9	0	0	113333002	1	0
H??ED@_	9	6	9	0	3	000333111	1	0
H??EDB_	9	7	9	0	2	000333111	1	0
H??ED@o	9	7	9	0	4	244422220	1	0
H??EDBo	9	8	9	0	3	111333000	1	0
H??ED@W	9	7	9	0	4	242442220	1	0
H??EDBW	9	8	9	0	4	113333000	1	0
H??ED@w	9	8	9	0	4	244442220	1	0
H??EDBw	9	9	9	0	3	111333002	1	0
H??ED?[	9	7	9	0	4	222444110	1	0
H??EDA[	9	8	9	0	4	100333002	1	0
H??ED@[	9	8	9	0	4	202000034	1	0
H??EDB[	9	9	9	0	3	111333002	1	0
H??ED@{	9	9	9	0	3	300000224	1	0
H??EDB{	9	10	9	0	2	111333002	1	0
H??ED?q	9	7	9	1	4	113333031	1	0
H??ED?y	9	8	9	1	4	003330102	1	0
H??ED?]	9	8	9	0	3	000333112	1	0
H??ED?}	9	9	9	1	3	003333102	1	0
H??ED?R	9	7	9	0	3	111333001	1	0
H??ED?Z	9	8	9	0	3	000333112	1	0
H??ED?^	9	9	9	0	2	000333112	1	0
H??EFB_	9	8	9	0	1	000333111	1	0
H??EFBO	9	8	9	0	2	003333111	1	0
H??EFBo	9	9	9	0	2	111333000	1	0
H??EFBW	9	9	9	0	3	113333000	1	0
H??EFAw	9	9	9	0	3	111333002	1	0
H??EFBw	9	10	9	0	2	111333002	1	0
H??EFA[	9	9	9	0	3	111333002	1	0
H??EFB[	9	10	9	0	2	111333002	1	0
H??EF?{	9	9	9	0	3	111444220	1	0
H??EFA{	9	10	9	0	2	111333002	1	0
H??EFB{	9	11	9	0	1	111333002	1	0
H??EF?q	9	8	9	1	4	111333001	1	0
H??EF?Y	9	8	9	0	3	111333004	1	0
H??EF?y	9	9	9	1	3	224444110	1	0
H??EF?]	9	9	9	0	2	222444110	1	0
H??EF?}	9	10	9	1	2	224444110	1	0
H??EF?^	9	10	9	0	1	000333112	1	0
H??E@b?	9	6	9	0	2	003333131	1	0
H??E@b_	9	7	9	0	3	111333030	1	0
H??E@bo	9	8	9	0	4	111133000	1	0
H??E@bG	9	7	9	0	3	113313030	1	0
H??E@ag	9	7	9	0	4	131313330	1	0
H??E@bg	9	8	9	0	4	111313030	1	0
H??E@bw	9	9	9	0	4	111113330	1	0
H??E@_K	9	6	9	0	4	000033002	1	0
H??E@aK	9	7	9	0	4	133311330	1	0
H??E@bK	9	8	9	0	4	113311030	1	0
H??E@ak	9	8	9	0	4	131311330	1	0
H??E@bk	9	9	9	0	4	111311330	1	0
H??E@b{	9	10	9	0	3	114411230	1	0
H??E@_q	9	7	9	0	3	330033011	1	0
H??E@_i	9	7	9	0	4	330303031	1	0
H??E@_y	9	8	9	0	3	331113400	1	0
H??E@_M	9	7	9	0	4	113333031	1	0
H??E@_m	9	8	9	0	4	003033102	1	0
H??E@_}	9	9	9	0	3	331111400	1	0
H??E@_J	9	7	9	0	4	333303001	1	0
H??E@_N	9	8	9	0	4	000033112	1	0
H??ED`o	9	8	9	0	4	111133000	1	0
H??EDbo	9	9	9	0	3	111133000	1	0
H??ED`g	9	8	9	0	5	111333000	1	0
H??EDbg	9	9	9	0	4	111333000	1	0
H??EDaw	9	9	9	0	3	131113300	1	0
H??ED`w	9	9	9	0	5	111133000	1	0
H??EDbw	9	10	9	0	4	111133000	1	0
H??ED`K	9	8	9	0	4	424422201	1	0
H??EDbK	9	9	9	0	5	113333000	1	0
H??EDak	9	9	9	0	5	131333000	1	0
H??ED`k	9	9	9	0	5	114444200	1	0
H??EDbk	9	10	9	0	4	111133002	1	0
H??ED_{	9	9	9	0	4	331111420	1	0
H??EDa{	9	10	9	0	4	131111300	1	0
H??ED`{	9	10	9	0	4	300000224	1	0
H??EDb{	9	11	9	0	3	111133002	1	0
H??ED_i	9	8	9	1	5	442422001	1	0
H??ED_y	9	9	9	1	4	224442100	1	0
H??ED_M	9	8	9	0	4	111133004	1	0
H??ED_m	9	9	9	1	4	224244110	1	0
H??ED_}	9	10	9	1	3	224444130	1	0
H??ED`L	9	9	9	1	3	303300021	1	0
H??EFbo	9	10	9	0	2	111133000	1	0
H??EFbg	9	10	9	0	3	111333000	1	0
H??EFbw	9	11	9	0	3	111133000	1	0
H??EFbK	9	10	9	0	4	113333000	1	0
H??EFbk	9	11	9	0	3	111133002	1	0
H??EFa{	9	11	9	0	3	111133002	1	0
H??EFb{	9	12	9	0	2	111133002	1	0
H??EF_}	9	11	9	1	2	331111420	1	0
H??E@r_	9	8	9	0	4	333000202	1	0
H??E@qo	9	8	9	0	4	131113300	1	0
H??E@ro	9	9	9	0	4	441111320	1	0
H??E@ow	9	8	9	0	2	331113300	1	0
H??E@qw	9	9	9	0	3	131113300	1	0
H??E@rw	9	10	9	0	3	441111320	1	0
H??E@rC	9	8	9	0	3	224442101	1	0
H??E@qc	9	8	9	0	5	331111402	1	0
H??E@rc	9	9	9	0	4	441111320	1	0
H??E@os	9	8	9	0	4	331111300	1	0
H??E@qs	9	9	9	0	4	441111320	1	0
H??E@rs	9	10	9	0	3	441111320	1	0
H??E@o{	9	9	9	0	3	331111300	1	0
H??E@q{	9	10	9	0	3	441111320	1	0
H??E@r{	9	11	9	0	2	220000341	1	0
H??E@oy	9	9	9	0	2	224442100	1	0
H??E@ou	9	9	9	0	3	224444100	1	0
H??E@o}	9	10	9	0	2	224444100	1	0
H??E@rD	9	9	9	0	2	003330121	1	0
H??EDro	9	10	9	0	4	111133000	1	0
H??EDqw	9	10	9	0	2	131113300	1	0
H??EDpw	9	10	9	0	4	111113300	1	0
H??EDrw	9	11	9	0	3	111113300	1	0
H??EDrc	9	10	9	0	4	111331020	1	0
H??EDqs	9	10	9	0	4	131111300	1	0
H??EDps	9	10	9	0	4	114444200	1	0
H??EDrs	9	11	9	0	3	114444200	1	0
H??EDq{	9	11	9	0	3	131111300	1	0
H??EDp{	9	11	9	0	3	114444200	1	0
H??EDr{	9	12	9	0	2	441111300	1	0
H??EDo}	9	11	9	1	2	331111420	1	0
H??EFrw	9	12	9	0	2	111113300	1	0
H??EFrs	9	12	9	0	2	114444200	1	0
H??EFr{	9	13	9	0	1	441111300	1	0
H??E@zo	9	10	9	0	3	331111402	1	0
H??E@yw	9	10	9	0	3	331111402	1	0
H??E@zw	9	11	9	0	2	220000341	1	0
H??E@w{	9	10	9	0	2	331111300	1	0
H??E@y{	9	11	9	0	2	441111320	1	0
H??E@z{	9	12	9	0	1	220000341	1	0
H??E@w}	9	11	9	0	1	331111400	1	0
H??EDzw	9	12	9	0	2	441111300	1	0
H??EDy{	9	12	9	0	2	131111300	1	0
H??EDx{	9	12	9	0	2	220000311	1	0
H??EDz{	9	13	9	0	1	441111300	1	0
H??EFz{	9	14	9	0	0	441111300	1	0
H??E@fo	9	9	9	1	4	114411230	1	0
H??E@fg	9	9	9	1	4	442242010	1	0
H??E@fw	9	10	9	1	3	114411230	1	0
H??E@fK	9	9	9	0	3	113311040	1	0
H??E@ek	9	9	9	1	4	114411230	1	0
H??E@fk	9	10	9	1	3	114411230	1	0
H??E@f{	9	11	9	1	2	114411230	1	0
H??E@cy	9	9	9	0	2	330003211	1	0
H??E@cm	9	9	9	0	3	113133014	1	0
H??E@c}	9	10	9	0	2	331111400	1	0
H??E@vo	9	10	9	1	3	331111402	1	0
H??E@uw	9	10	9	1	3	224442100	1	0
H??E@vw	9	11	9	1	2	441111320	1	0
H??E@vc	9	10	9	1	3	113331040	1	0
H??E@us	9	10	9	1	3	331111402	1	0
H??E@vs	9	11	9	1	2	441111320	1	0
H??E@s{	9	10	9	0	2	331111400	1	0
H??E@u{	9	11	9	1	2	331111402	1	0
H??E@v{	9	12	9	1	1	331111402	1	0
H??E@s}	9	11	9	0	1	331111400	1	0
H??E@~w	9	12	9	1	1	441111320	1	0
H??E@}{	9	12	9	1	1	331111402	1	0
H??E@~{	9	13	9	1	0	441111320	1	1
H??E@{}	9	12	9	0	0	331111400	1	0
H??FFB_	9	9	9	0	0	000333111	1	0
H??FFBo	9	10	9	0	1	111333000	1	0
H??FFBW	9	10	9	0	2	111333002	1	0
H??FFBw	9	11	9	0	1	111333002	1	0
H??FFA[	9	10	9	0	2	111333002	1	0
H??FFB[	9	11	9	0	1	111333002	1	0
H??FFB{	9	12	9	0	0	111333002	1	0
H??FF?Z	9	10	9	0	1	111333004	1	0
H??FF?^	9	11	9	0	0	000333112	1	0
H??FEbo	9	10	9	0	2	111133000	1	0
H??FEbg	9	10	9	0	3	111333000	1	0
H??FEaw	9	10	9	0	4	111133000	1	0
H??FEbw	9	11	9	0	3	111133000	1	0
H??FEbK	9	10	9	0	4	113333000	1	0
H??FEak	9	10	9	0	4	111133002	1	0
H??FEbk	9	11	9	0	3	111133002	1	0
H??FE_{	9	10	9	0	4	111133002	1	0
H??FEa{	9	11	9	0	3	111133002	1	0
H??FEb{	9	12	9	0	2	111133002	1	0
H??FE_N	9	10	9	0	2	111133004	1	0
H??FFbo	9	11	9	0	1	111133000	1	0
H??FFbg	9	11	9	0	2	111333000	1	0
H??FFbw	9	12	9	0	2	111133000	1	0
H??FFbk	9	12	9	0	2	111133002	1	0
H??FFb[	9	12	9	0	2	111133002	1	0
H??FFb{	9	13	9	0	1	111133002	1	0
H??FF_]	9	11	9	1	2	111333004	1	0
H??FCpo	9	9	9	0	5	111133000	1	0
H??FCro	9	10	9	0	4	111133000	1	0
H??FCpw	9	10	9	0	5	111113000	1	0
H??FCrw	9	11	9	0	4	111113000	1	0
H??FCrc	9	10	9	0	4	111331020	1	0
H??FCpS	9	9	9	0	6	113133000	1	0
H??FCrS	9	10	9	0	5	113133000	1	0
H??FCps	9	10	9	0	5	144114020	1	0
H??FCrs	9	11	9	0	4	144114020	1	0
H??FCp{	9	11	9	0	4	144114020	1	0
H??FCr{	9	12	9	0	3	144114020	1	0
H??FCo]	9	10	9	1	3	444222011	1	0
H??FEro	9	11	9	0	3	111133000	1	0
H??FErW	9	11	9	0	3	113113000	1	0
H??FEqw	9	11	9	0	4	111113000	1	0
H??FErw	9	12	9	0	3	111113000	1	0
H??FErc	9	11	9	0	3	111331020	1	0
H??FErS	9	11	9	0	4	113133000	1	0
H??FEqs	9	11	9	0	4	111444200	1	0
H??FErs	9	12	9	0	3	111444200	1	0
H??FEr[	9	12	9	0	3	111444200	1	0
H??FEq{	9	12	9	0	3	111444200	1	0
H??FEr{	9	13	9	0	2	111444200	1	0
H??FEo]	9	11	9	1	2	111333024	1	0
H??FFrw	9	13	9	0	2	111113000	1	0
H??FFrs	9	13	9	0	2	111444200	1	0
H??FFr{	9	14	9	0	1	111444200	1	0
H??F?z_	9	9	9	0	2	111333040	1	0
H??F?zO	9	9	9	0	4	444222013	1	0
H??F?zo	9	10	9	0	3	444222010	1	0
H??F?zW	9	10	9	0	3	111444230	1	0
H??F?zw	9	11	9	0	2	111444230	1	0
H??F?z{	9	12	9	0	1	111444230	1	0
H??F?w]	9	10	9	0	1	444222011	1	0
H??FCzo	9	11	9	0	3	111133020	1	0
H??FCzW	9	11	9	0	4	111444200	1	0
H??FCxw	9	11	9	0	4	111444200	1	0
H??FCzw	9	12	9	0	3	111444200	1	0
H??FCy[	9	11	9	0	3	133111200	1	0
H??FCx[	9	11	9	0	4	111444200	1	0
H??FCz[	9	12	9	0	3	111444200	1	0
H??FCx{	9	12	9	0	3	111444200	1	0
H??FCz{	9	13	9	0	2	111444200	1	0
H??FEzw	9	13	9	0	2	111444200	1	0
H??FEz[	9	13	9	0	2	111444200	1	0
H??FEy{	9	13	9	0	2	111444200	1	0
H??FEz{	9	14	9	0	1	111444200	1	0
H??FFz{	9	15	9	0	0	111444200	1	0
H??F?~w	9	12	9	1	1	111333042	1	0
H??F?~{	9	13	9	1	0	111444230	1	1
H??Ffbo	9	12	9	0	0	111133000	1	0
H??Ffbw	9	13	9	0	1	111133000	1	0
H??Ffbk	9	13	9	0	1	111133002	1	0
H??Ffb{	9	14	9	0	0	111133002	1	0
H??FfRo	9	12	9	0	2	111133000	1	0
H??FfRW	9	12	9	0	3	111113000	1	0
H??FfRw	9	13	9	0	2	111113000	1	0
H??FfRc	9	12	9	0	3	111333000	1	0
H??FfRs	9	13	9	0	3	111133000	1	0
H??FfR[	9	13	9	0	3	111113002	1	0
H??FfR{	9	14	9	0	2	111113002	1	0
H??Ffrw	9	14	9	0	1	111113000	1	0
H??Ffrs	9	14	9	0	2	111133000	1	0
H??Ffr{	9	15	9	0	1	111113002	1	0
H??FeZo	9	12	9	0	2	111133020	1	0
H??FeZg	9	12	9	0	4	111313000	1	0
H??FeYw	9	12	9	0	4	111113020	1	0
H??FeZw	9	13	9	0	3	111113020	1	0
H??FeW{	9	12	9	0	4	441111002	1	0
H??FeY{	9	13	9	0	3	114411020	1	0
H??FeZ{	9	14	9	0	2	114411020	1	0
H??FfZw	9	14	9	0	2	111113020	1	0
H??FfZk	9	14	9	0	2	111311200	1	0
H??FfZ[	9	14	9	0	2	111144200	1	0
H??FfZ{	9	15	9	0	1	111144200	1	0
H??Ffz{	9	16	9	0	0	111144200	1	0
H??Fvrw	9	15	9	0	0	111113000	1	0
H??Fvrs	9	15	9	0	1	111113002	1	0
H??Fvr{	9	16	9	0	0	111113002	1	0
H??Fvjk	9	15	9	0	2	111411002	1	0
H??Fvj{	9	16	9	0	1	111141020	1	0
H??Fvz{	9	17	9	0	0	111114200	1	0
H??F~z{	9	18	9	0	0	111111000	1	1
H?AA@B?	9	5	9	0	3	003331131	1	0
H?AA@B_	9	6	9	0	3	111333330	1	0
H?AA@?O	9	4	9	0	3	000200003	1	0
H?AA@AO	9	5	9	0	3	033031331	1	0
H?AA@BO	9	6	9	0	3	113133330	1	0
H?AA@Bo	9	7	9	0	3	111133330	1	0
H?AA@?W	9	5	9	0	3	222442220	1	0
H?AA@AW	9	6	9	0	3	133113330	1	0
H?AA@BW	9	7	9	0	3	113113330	1	0
H?AA@Bw	9	8	9	0	3	111113330	1	0
H?AAD@_	9	6	9	0	4	000333311	1	0
H?AADB_	9	7	9	0	3	000333311	1	0
H?AAD@O	9	6	9	0	4	020222242	1	0
H?AADBO	9	7	9	0	4	003033331	1	0
H?AADAo	9	7	9	0	3	030033311	1	0
H?AAD@o	9	7	9	0	4	244422220	1	0
H?AADBo	9	8	9	0	4	111133300	1	0
H?AAD@W	9	7	9	0	4	242442220	1	0
H?AADBW	9	8	9	0	4	411113130	1	0
H?AAD?w	9	7	9	0	4	224442220	1	0
H?AADAw	9	8	9	0	4	131113300	1	0
H?AAD@w	9	8	9	0	4	244442220	1	0
H?AADBw	9	9	9	0	3	411113130	1	0
H?AAD?c	9	6	9	1	4	030330311	1	0
H?AAD@c	9	7	9	1	4	244224220	1	0
H?AAD?s	9	7	9	1	4	224424220	1	0
H?AAD@s	9	8	9	1	4	244424220	1	0
H?AAD?{	9	8	9	1	4	224444220	1	0
H?AAD@{	9	9	9	1	4	300002021	1	0
H?AAFBO	9	8	9	0	4	000033311	1	0
H?AAFBo	9	9	9	0	3	111133300	1	0
H?AAFBW	9	9	9	0	4	114442220	1	0
H?AAFAw	9	9	9	0	4	114442220	1	0
H?AAFBw	9	10	9	0	3	114442220	1	0
H?AAF@s	9	9	9	1	5	111131300	1	0
H?AAF@[	9	9	9	1	5	010333002	1	0
H?AAF?{	9	9	9	1	5	331114420	1	0
H?AAF@{	9	10	9	1	4	141111330	1	0
H?AAF?e	9	8	9	1	5	444222202	1	0
H?AAF?U	9	8	9	0	4	444222201	1	0
H?AAF?u	9	9	9	1	5	331114420	1	0
H?AAF?]	9	9	9	0	3	222444410	1	0
H?AAF?}	9	10	9	1	4	330000021	1	0
H?AAF?V	9	9	9	0	3	444222201	1	0
H?AAF?^	9	10	9	0	2	000333312	1	0
H?AA@b?	9	6	9	0	4	003331131	1	0
H?AA@a_	9	6	9	0	4	030033311	1	0
H?AA@b_	9	7	9	0	4	111333330	1	0
H?AA@_o	9	6	9	0	2	330033311	1	0
H?AA@ao	9	7	9	0	3	131133300	1	0
H?AA@bo	9	8	9	0	4	111133300	1	0
H?AA@aG	9	6	9	0	4	022202224	1	0
H?AA@bG	9	7	9	0	4	113313330	1	0
H?AA@ag	9	7	9	0	4	131313330	1	0
H?AA@bg	9	8	9	0	4	111313330	1	0
H?AA@_w	9	7	9	0	3	331113300	1	0
H?AA@aw	9	8	9	0	4	131113300	1	0
H?AA@bw	9	9	9	0	4	111113330	1	0
H?AA@b@	9	7	9	0	4	003333301	1	0
H?AA@aH	9	7	9	0	4	033303301	1	0
H?AA@bH	9	8	9	0	4	113313310	1	0
H?AAD`o	9	8	9	0	4	111133300	1	0
H?AADbo	9	9	9	0	3	111133300	1	0
H?AAD`g	9	8	9	0	5	424422202	1	0
H?AADbg	9	9	9	0	5	111113300	1	0
H?AADaw	9	9	9	0	3	131113300	1	0
H?AAD`w	9	9	9	0	5	111113300	1	0
H?AADbw	9	10	9	0	4	111113300	1	0
H?AAD`c	9	8	9	1	5	424422202	1	0
H?AAD_s	9	8	9	1	4	131131300	1	0
H?AAD`s	9	9	9	1	5	111131300	1	0
H?AAD`K	9	8	9	0	4	424422201	1	0
H?AAD_k	9	8	9	1	5	424422202	1	0
H?AAD`k	9	9	9	1	5	341114320	1	0
H?AAD_{	9	9	9	1	5	131111300	1	0
H?AAD`{	9	10	9	1	4	341114320	1	0
H?AAD`L	9	9	9	0	3	303300021	1	0
H?AAFbo	9	10	9	0	2	111133300	1	0
H?AAFbg	9	10	9	0	4	111113300	1	0
H?AAFbw	9	11	9	0	3	111113300	1	0
H?AAF`s	9	10	9	1	4	111131300	1	0
H?AAF`k	9	10	9	1	5	141111300	1	0
H?AAF`{	9	11	9	1	4	141111300	1	0
H?AAF_u	9	10	9	2	4	441113302	1	0
H?AAF_m	9	10	9	1	4	441113302	1	0
